RecipeName,RecipeDescription,RecipeId
dmF/ChxCBl        ,Chix Cord Bleu ExtrFT                     ,7389
adF/ChxCBl        ,Chix Cord Bleu AddFt                      ,7391
dm6/ChxCBl        ,Chix Cord Bleu Extr6                      ,7393
ad6/ChxCBl        ,Chix Cord Bleu Add6in                     ,7395
6Bk/EggChs        ,Egg & Cheese SixBkf                       ,7397
FbK/EggChs        ,Egg & Cheese Ftbk                         ,7399
#NOM?,Egg Portn                                 ,7401
FBx/BcnEgg        ,Bacon Egg & Cheese FBxLun                 ,7403
6Bk/BcnEgg        ,Bacon Egg & Cheese SixBkf                 ,7405
FbK/BcnEgg        ,Bacon Egg & Cheese Ftbk                   ,7407
adF/Cheese        ,Cheese AddFt                              ,7409
ad6/Cheese        ,Cheese Add6in                             ,7411
#NOM?,Cheese Portn                              ,7413
6Bk/HamEgg        ,Ham & Egg SixBkf                          ,7415
FbK/HamEgg        ,Ham & Egg Ftbk                            ,7417
6Bk/StkEgg        ,"Stk, Egg & Chs SixBkf                     ",7419
FbK/StkEgg        ,"Stk, Egg & Chs Ftbk                       ",7421
